Cpd,Label,Area,Base Peak,File,End,Height,Ions,m/z,RT,Start,Width
19,Cpd 19: 8.346,67593,77.93,Balloons_Sample_17_USSB_14_2,8.605,7914,5,77.93,8.346,8.248,0.358
20,Cpd 20: 9.173,45318,57.87,Balloons_Sample_17_USSB_14_2,9.273,3553,5,57.87,9.173,9.058,0.215
21,Cpd 21: 10.132,1052529,42.99,Balloons_Sample_17_USSB_14_2,10.721,35949,6,42.99,10.132,10.061,0.66
22,Cpd 22: 10.604,420759,44.96,Balloons_Sample_17_USSB_14_2,10.757,62062,7,44.96,10.604,10.538,0.219
23,Cpd 23: 10.858,1986796,56,Balloons_Sample_17_USSB_14_2,11.052,173382,12,56,10.858,10.772,0.28
24,Cpd 24: 11.312,233744,42.99,Balloons_Sample_17_USSB_14_2,11.512,47088,5,42.99,11.312,11.269,0.243
25,Cpd 25: 11.631,100113,44,Balloons_Sample_17_USSB_14_2,11.9,6894,12,44,11.631,11.567,0.333
26,Cpd 26: 12.119,50030,44,Balloons_Sample_17_USSB_14_2,12.536,6786,8,44,12.119,12.062,0.474
27,Cpd 27: 13.437,3922675,98.1,Balloons_Sample_17_USSB_14_2,13.542,854506,11,98.1,13.437,13.388,0.154
28,Cpd 28: 13.545,96718,91,Balloons_Sample_17_USSB_14_2,13.605,19298,9,91,13.545,13.489,0.116
29,Cpd 29: 13.717,207826,42.99,Balloons_Sample_17_USSB_14_2,13.818,34576,12,42.99,13.717,13.687,0.131
